[ 2025-02-18 20:35:40,961 ] 24 networksecurity.logging - INFO - Logging system initialized successfully!
[ 2025-02-18 20:35:45,055 ] 25 root - INFO - Initiating the data ingestion process
[ 2025-02-18 20:35:51,197 ] 91 root - INFO - Performed train test split on the dataframe
[ 2025-02-18 20:35:51,198 ] 93 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-02-18 20:35:51,198 ] 101 root - INFO - Exporting train and test file path.
[ 2025-02-18 20:35:51,390 ] 110 root - INFO - Exported train and test file path.
[ 2025-02-18 20:35:51,392 ] 27 root - INFO - Data ingestion completed
[ 2025-02-18 20:35:51,405 ] 34 root - INFO - Initiating the data validation process
[ 2025-02-18 20:35:51,516 ] 32 root - INFO - Required number of columns:2
[ 2025-02-18 20:35:51,516 ] 33 root - INFO - Data frame has columns:31
[ 2025-02-18 20:35:51,516 ] 32 root - INFO - Required number of columns:2
[ 2025-02-18 20:35:51,516 ] 33 root - INFO - Data frame has columns:31
[ 2025-02-18 20:35:52,056 ] 36 root - INFO - Data validation completed
[ 2025-02-18 20:35:52,057 ] 42 root - INFO - intitaing the data transformation
[ 2025-02-18 20:35:52,120 ] 38 root - INFO - knnimputer is intialised
[ 2025-02-18 20:35:52,143 ] 49 root - INFO - Entered the save_object method of MainUtils class
[ 2025-02-18 20:35:52,148 ] 53 root - INFO - Exited the save_object method of MainUtils class
[ 2025-02-18 20:35:52,148 ] 49 root - INFO - Entered the save_object method of MainUtils class
[ 2025-02-18 20:35:52,152 ] 53 root - INFO - Exited the save_object method of MainUtils class
[ 2025-02-18 20:35:52,154 ] 44 root - INFO - data transformation is completed
[ 2025-02-18 20:35:52,155 ] 48 root - INFO - model trainer is statred
[ 2025-02-18 20:35:52,155 ] 51 root - INFO - model trianer function is started
